,p_id,name,price,colour,brand,img,ratingCount,avg_rating,description,p_attributes
79,15150344,Yufta Women Lavender & White Ethnic Motifs Printed Kurta with Trousers & Dupatta,3499,Lavender,Yufta,http://assets.myntassets.com/assets/images/15150344/2021/8/27/dd03fc19-04db-4b1d-a548-2bbb7dcf560f1630048191438JuniperMintRayonCrepeSelfDesignStraightTopKurtaSetsYuftaWome7.jpg,366,4.234972678,"Lavender &amp; White printed Kurta with Trousers with dupatta<br><br><b>Kurta design: </b><ul><li>Ethnic motifs printed</li><li>Straight shape</li><li>Regular style</li><li>Round neck, three-quarter regular sleeves</li><li>Calf length with straight hem</li><li>Pure cotton machine weave fabric</li></ul><br><b>Trousers design: </b><ul><li>Printed Trousers</li><li>Elasticated waistband</li><li>Slip-on closure</li></ul>Top fabric:  Pure Cotton <br> Bottom fabric:  Pure Cotton <br> Dupatta fabric:  Voile <br> Hand washThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Printed', 'Dupatta Fabric': 'Voile', 'Dupatta Pattern': 'Printed', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Pure Cotton', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
80,18165350,Indo Era Women Pink Ethnic Motifs Embroidered Kurta with Trousers & Dupatta,5999,Pink,Indo Era,http://assets.myntassets.com/assets/images/18165350/2022/6/1/75b8bd49-918a-4e97-a46b-b65384f064761654078529049-Indo-Era-Pink-Floral-Embroidered-Straight-Kurta-Trouser-With-1.jpg,37,4.216216216,"Pink embroidered Kurta with Trousers with dupatta<br><br><b>Kurta design: </b><ul><li>Ethnic motifs embroidered</li><li>Straight shape</li><li>Regular style</li><li>Round neck, three-quarter regular sleeves</li><li>Calf length with straight hem</li><li>Cotton blend machine weave fabric</li></ul><br><b>Trousers design: </b><ul><li>Solid Trousers</li><li>Partially elasticated waistband</li><li>Slip-on closure</li><li>1 pockets</li></ul>Dupatta Lenght : 2.3m, Dupatta Width : 85 cm<br><br>Size worn by the model: S<br>Chest: 32""<br>Waist: 28""<br>Hips: 33""<br>Height: 5'7""<br>Cotton Blend<br>Organza&nbsp;<br>Machine Wash<br>","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Cotton Blend', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Organza', 'Dupatta Pattern': 'Embroidered', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': '1', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Cotton Blend', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Embroidered', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Bride & Wedding Squad'}"
81,12307502,Prakhya Women Pink Self Design Kurta with Trousers & Dupatta,3298,Pink,Prakhya,http://assets.myntassets.com/assets/images/productimage/2020/8/20/ef06dc09-c1f6-43a5-8c54-a0e85a47c10b1597876200592-1.jpg,5199,4.057703405,"Pink self design kurta with trousers<br>Pink straight calf length kurta, has a round neck, three-quarter sleeves, side slits<br>Pink Solid trousers, has elasticated waistband<br>Pink solid Dupatta with Tasselled borderDupatta:<br>Length: 2 m<br>Width: 1.14 m<br>The model (height 5'8"") is wearing a size SKurta fabric: viscose rayon<br>Bottom fabric: viscose rayon<br>Dupatta fabric: silk chiffon<br>Hand-wash","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'NA', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Tassels', 'Dupatta Fabric': 'Silk Chiffon', 'Dupatta Pattern': 'Printed', 'Neck': 'Round Neck', 'Occasion': 'Daily', 'Ornamentation': 'Gotta Patti', 'Pattern Coverage': 'Yoke or Border', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Self Design', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Knitted'}"
82,19261926,Baisacrafts Women's Blue Floral Dyed Pure Cotton Kurti With Trousers & Dupatta,3199,Blue,Baisacrafts,http://assets.myntassets.com/assets/images/19261926/2022/7/26/0a16e357-7d8a-4bf3-9606-b8228896f9a01658839382866KurtaSets1.jpg,,,Blue printed Trousers  <li> Elasticated waistband </li> <li> Drawstring closure </li><p>Seperate gentle hand wash with mild detergent in cold water &amp; dry inside out in shadow</p>The model (height 5'8) is wearing a size S,"{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Drawstring', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Printed', 'Dupatta Fabric': 'Poly Chiffon', 'Dupatta Pattern': 'Printed', 'Main Trend': 'NA', 'Neck': 'V-Neck', 'Number of Pockets': '1', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Floral', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Pure Cotton', 'Top Hemline': 'High-Low', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'A-Line', 'Top Type': 'Kurti', 'Waistband': 'Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'NA'}"
83,16287098,Nayo Women Navy Blue Ethnic Motifs Printed Cotton Kurta,1299,Navy Blue,Nayo,http://assets.myntassets.com/assets/images/16287098/2021/11/29/2c5fafe5-e543-4ad3-a8f2-ad4890606a8c1638168134016NayoWomenNavyBlueGeometricPrintedKeyholeNeckThreadWorkKurta1.jpg,109,4.155963303,"<ul> <li> Colour: navy blue </li> <li> Ethnic motifs printed </li> <li> Round neck </li> <li> Three-quarter,  regular sleeves </li> <li> Straight shape with regular style </li> <li> Calf length with straight hem </li> <li> Machine weave regular cotton </li> </ul>Cotton<br>Hand Wash<br> The model (height 5'8) is wearing a size S","{'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Care for me': '', 'Colour Family': 'Indigo', 'Design Styling': 'Regular', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Straight', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': '1', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Shape': 'Straight', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
84,18963536,KALINI Women Green Ethnic Motifs Embroidered Thread Work Kurta,1400,Green,KALINI,http://assets.myntassets.com/assets/images/18963536/2022/7/4/f86c979c-5229-40a6-ba3c-bdefd4ea87a21656930530758KaliniRiyonwithembroideryworkandFoilprintborderkurtiGreen1.jpg,,,"<ul> <li> Colour: green </li> <li> Ethnic motifs embroidered </li> <li> Round neck </li> <li> Three-quarter,  regular sleeves </li> <li> A-line shape with regular style </li> <li> Thread work detail </li> <li> Calf length with flared hem </li> <li> Machine weave regular viscose rayon </li> </ul>Viscose rayon<br>Hand wash<br>The model (height 5'8) is wearing a size M","{'Body Shape ID': '424', 'Care for me': '', 'Colour Family': 'Earthy', 'Design Styling': 'Regular', 'Fabric': 'Viscose Rayon', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Flared', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'Thread Work', 'Pattern': 'Embroidered', 'Print or Pattern Type': 'Ethnic Motifs', 'Shape': 'A-Line', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Bride & Wedding Squad'}"
85,15390174,Indo Era Women Blue Floral Printed Regular Pure Cotton Kurta with Palazzos & With Dupatta,3499,Blue,Indo Era,http://assets.myntassets.com/assets/images/15390174/2021/9/27/5ed13e8f-0618-4813-ac99-f70ecab4ea441632739003147IndoEraBlueKhariPrintedStraightKurtaPalazzoWithDupattaSets1.jpg,72,3.708333333,"Blue printed Kurta with Palazzos with dupatta <br> <br> <b> Kurta design:  </b> <ul> <li> Floral printed </li> <li> Straight shape </li> <li> Regular style </li> <li> Round neck,  three-quarter regular sleeves </li> <li> Calf length with straight hem </li> <li> Pure cotton machine weave fabric </li> </ul> <br> <b> Palazzos design:  </b> <ul> <li> Solid Palazzos </li> <li> Partially elasticated waistband </li> <li> Slip-on closure </li> </ul>The model (height 5'8) is wearing a size STop fabric:  Pure Cotton <br> Bottom fabric:  Pure Cotton <br> Dupatta fabric:  Pure Cotton <br> Dry clean","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Palazzos', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Pure Cotton', 'Dupatta Pattern': 'Printed', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Floral', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'Khari Print', 'Top Design Styling': 'Regular', 'Top Fabric': 'Pure Cotton', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Dry Clean', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
86,11197978,Anouk Women Lime Green & Blue Printed A-Line Kurta,1599,Lime Green,Anouk,http://assets.myntassets.com/assets/images/11197978/2020/2/19/bff54340-eef3-4182-8314-24fbb3bd26a51582109666710-Anouk-Women-Kurtas-9971582109665265-1.jpg,1258,4.09618442,"Lime Green and Blue printed A-line kurta, has a round neck, three-quarter sleeves, and flared hem<br>This kurta can also be styled as a dressMaterial: 100% cotton &nbsp;&nbsp;<br>Machine WashThe model (height 5'8"") is wearing a size S","{'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Colour Family': 'Earthy', 'Design Styling': 'Regular', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Flared', 'Length': 'Calf Length', 'Main Trend': 'Floral', 'Neck': 'Round Neck', 'Occasion': 'Fusion', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Floral', 'Shape': 'A-Line', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'NA', 'Stitch': 'Ready to Wear', 'Technique': 'NA', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
87,10648236,Meeranshi Women Green Striped Straight Kurta,1399,Green,Meeranshi,http://assets.myntassets.com/assets/images/10648236/2019/9/25/13c055a7-6716-4d73-9855-ef5cf7021dae1569409399786-Green-Striped-Straight-Kurta-3991569409398566-1.jpg,1807,4.086884339,"Green striped straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slitsThe model (height 5'8"") is wearing a size SViscose Rayon<br>Hand-wash","{'Body Shape ID': '424', 'Body or Garment Size': 'Garment Measurements in', 'Colour Family': 'Pastel', 'Design Styling': 'Regular', 'Fabric': 'Viscose Rayon', 'Fabric 2': 'NA', 'Fabric Purity': 'Synthetic', 'Hemline': 'Straight', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Mandarin Collar', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Striped', 'Print or Pattern Type': 'Striped', 'Shape': 'Straight', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Technique': 'NA', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
88,17447636,Khushal K Women Green Ethnic Motifs Printed Gotta Patti Kurta with Trousers & Dupatta,5699,Green,Khushal K,http://assets.myntassets.com/assets/images/17447636/2022/3/9/de7c003c-2f74-4c6f-b7d0-c7c1566ad7981646801368575KhushalKWomenGreenEthnicMotifsPrintedPanelledGottaPattiKurta7.jpg,91,3.956043956,"Green printed Kurta with Trousers with dupatta<br><br><b>Kurta design: </b><ul><li>Ethnic motifs printed</li><li>Anarkali shape</li><li>Panelled style</li><li>Round neck, three-quarter flared sleeves</li><li>Gotta patti detail</li><li>Floor length with flared hem</li><li>Viscose rayon machine weave fabric</li></ul><br><b>Trousers design: </b><ul><li>Printed Trousers</li><li>Elasticated waistband</li><li>Slip-on closure</li></ul><b>Dupatta:</b><ul><li>Printed dupatta</li><li>Printed border</li></ul>The model (height 5'8) is wearing a size S100% Rayon<br>Machine Wash","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Viscose Rayon', 'Dupatta Pattern': 'Printed', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Gotta Patti', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Flared Sleeves', 'Slit Detail': 'NA', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'Screen', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Flared', 'Top Length': 'Floor Length', 'Top Pattern': 'Printed', 'Top Shape': 'Anarkali', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'NA'}"
89,17487138,Libas Women Green & Gold-Toned Geometric Print Gotta Patti Kurta with Skirt & Dupatta,3999,Green,Libas,http://assets.myntassets.com/assets/images/17487138/2022/5/13/400c86e5-2205-459f-af9c-1e61da3a84861652423040056-Libas-Women-Green--Gold-Toned-Geometric-Print-Gotta-Patti-Ku-1.jpg,40,4.35,"Our 3-piece dark green printed suit set, crafted in soft rayon fabric features a straight-fit kurta with a round neckline and three-quarter sleeves, a floral print flowy skirt with a partially elasticated waistband, and a complementing dupatta in a solid tone. Adorned with delicate fabric-trim detailing and Gota Patti accents, this elegant style is ideal for intimate gatherings.Top fabric: Viscose Rayon<br>Bottom fabric: Viscose Rayon<br>Dupatta Fabric: Poly chiffon<br>Machine Wash<br>Size worn by the model: S<br>Chest: 32''<br>Waist: 28""<br>Hips: 33''<br>Height: 5'7""<br>","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Skirt', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Poly Chiffon', 'Dupatta Pattern': 'Solid', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'Gotta Patti', 'Pattern Coverage': 'Placement', 'Print or Pattern Type': 'Geometric', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Straight', 'Top Length': 'Knee Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Machine Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Bride & Wedding Squad'}"
90,16707970,mokshi Ethnic Motifs Viscose Rayon Kurta Set,3899,Green,mokshi,http://assets.myntassets.com/assets/images/16707970/2022/1/24/dd9d566a-e774-4621-b4e6-7a2ade3572dc1643024012122-mokshi-Women-Kurta-Sets-2901643024011607-1.jpg,224,3.964285714,"Embrace sartorial elegance with this modish kurta set. Including a square neck and three-quarter bell sleeves, this kurta set will enhance your look.&nbsp;<ul><li></li><li>Kurta:</li><li></li><li>Gorgeous green shade</li><li></li><li>Beautiful square neck </li><li></li><li>Three-quarter bell sleeves</li><li></li><li>Above knee </li></ul><b>Trend Alert</b><br>Ethnic motifs can be small and intricate or bold and large patterns that are designed on fabrics. They are widely worn by people of distinct cultures to make a statement and represent their background. Often designed in vivid colours and shapes, motifs are inspired by nature, different cultures, and religions as well.<p>100% Rayon</p>The model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'NA', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Skirt', 'Character': 'NA', 'Dupatta': 'NA', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'NA', 'Main Trend': 'NA', 'Neck': 'Square Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Pattern Coverage': 'Large', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Bell Sleeves', 'Slit Detail': 'NA', 'Stitch': 'Ready to Wear', 'Style Tip': 'Mod Indo-Western danglers, a pair of flats with sequins, and an exquisite nose ring.', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Flared', 'Top Length': 'Above Knee', 'Top Pattern': 'Printed', 'Top Shape': 'Anarkali', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Dry Clean', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting', 'Where-to-wear': 'Attend wedding festivities in style'}"
91,14121926,Anouk Women Purple Thread Work Kurta with Trousers & With Dupatta,4299,Purple,Anouk,http://assets.myntassets.com/assets/images/14121926/2021/9/16/ea2825f1-ab9c-4376-9075-d1fc29cbb55f1631771913472-Anouk-Women-Kurta-Sets-6211631771912593-11.jpg,144,4.1875,"Purple solid Kurta with Trousers with dupatta <br> <br> <b> Kurta design:  </b> <ul> <li> Woven design solid </li> <li> Straight shape </li> <li> Regular style </li> <li> Round neck,  three-quarter regular sleeves </li> <li> Thread work detail </li> <li> Knee length with straight hem </li> <li> Viscose rayon machine weave fabric </li> </ul> <br> <b> Trousers design:  </b> <ul> <li> Solid Trousers </li> <li> Partially elasticated waistband </li> <li> Slip-on closure </li> </ul>Top fabric: 87% Viscose Rayon, 13%&nbsp;Polyester<br>Bottom fabric: 87% Viscose Rayon, 13%&nbsp;Polyester<br>Dupatta fabric: 91% Polyester, 9% Metallic fibre<br>Hand washThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Polyester', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Fringed', 'Dupatta Fabric': 'Poly Chiffon', 'Dupatta Pattern': 'Embroidered', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'Thread Work', 'Pattern Coverage': 'Placement', 'Print or Pattern Type': 'Woven Design', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Straight', 'Top Length': 'Knee Length', 'Top Pattern': 'Solid', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}"
92,17952212,Biba Women Mustard Yellow & Golden Ethnic Motifs Printed Kurta with Palazzos & Dupatta,3999,Mustard,Biba,http://assets.myntassets.com/assets/images/17952212/2022/5/24/e3b256cb-96c6-4a5b-9a3a-ad67a1cceb161653367344592-Biba-Women-Kurta-Sets-6921653367343867-1.jpg,52,4.326923077,"Mustard yellow and golden printed Kurta with Palazzos and dupatta<br><br><b>Kurta design: </b><ul><li>Ethnic motifs printed</li><li>Straight shape</li><li>Regular style</li><li>Tie-up neck</li><li>Three-quarter regular sleeves</li><li>Calf length with straight hem</li><li>Side slits</li><li>Poly chanderi machine weave fabric</li><li>An attached lining</li></ul><b>Palazzos design: </b><ul><li>Solid Palazzos</li><li>Partially elasticated waistband</li><li>Drawstring closure</li></ul><b>Dupatta design</b><ul><li>Solid dupatta</li><li>Tassellled border</li></ul>Kurta fabric: 100% polyester<br>Kurta lining: 100% cotton<br>Bottom fabric: 100% cotton<br>Dupatta fabric: Poly chiffon<br>Dry-clean<br>Size worn by the model: 32<br>Chest: 33.5""<br>Waist: 26""<br>Hips: 36""<br>Height: 5'7""<br>","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Bottom Closure': 'Drawstring', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Solid', 'Bottom Type': 'Palazzos', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Tassels', 'Dupatta Fabric': 'Poly Chiffon', 'Dupatta Pattern': 'Solid', 'Main Trend': 'NA', 'Neck': 'Tie-Up Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Pattern Coverage': 'Small', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Poly Chanderi', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Partially Elasticated', 'Wash Care': 'Dry Clean', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'NA'}"
